INCLUDE,TITLE,PRICE_GBP,DESCRIPTION,SIZES,COLORS,TAGS,IMAGE_FOLDER,IMAGE1_LOCAL,IMAGE2_LOCAL,IMAGE3_LOCAL,IMAGE1_URL,IMAGE2_URL,IMAGE3_URL
YES,"JON BERNTHAL Shirt, Jon Bernthal Homage T-Shirt, Jonathan Edward Bernthal American Actor Vintage Retro 90s Merch",17.99,"JON BERNTHAL Shirt, Jon Bernthal Homage T-Shirt, Jonathan Edward Bernthal American Actor Vintage Retro 90s Merch, The Punisher Fans Gift  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Jon_Bernthal_Shirt,Jon_Bernthal_Tshirt,Jonathan_Edward_B,Best_Actor_shirt,Erin_angle,Tom_Bernthal,American_Actor_shirt,Fury_Movie_Fans_Gift,American_Gigolo,Jon_Bernthal_Vintage",C:\Users\rizky\matcha-tees\scraper\images\jon-bernthal-shirt-jon-bernthal-homage-t-shirt-jonathan-edwa,C:\Users\rizky\matcha-tees\scraper\images\jon-bernthal-shirt-jon-bernthal-homage-t-shirt-jonathan-edwa\jon-bernthal-shirt-jon-bernthal-homage-t-shirt-jonathan-edwa_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\jon-bernthal-shirt-jon-bernthal-homage-t-shirt-jonathan-edwa\jon-bernthal-shirt-jon-bernthal-homage-t-shirt-jonathan-edwa_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\jon-bernthal-shirt-jon-bernthal-homage-t-shirt-jonathan-edwa\jon-bernthal-shirt-jon-bernthal-homage-t-shirt-jonathan-edwa_3.jpg,https://i.etsystatic.com/33160999/r/il/26a620/5219920233/il_fullxfull.5219920233_ivk2.jpg,https://i.etsystatic.com/33160999/r/il/34414e/5171653740/il_fullxfull.5171653740_f23n.jpg,https://i.etsystatic.com/33160999/r/il/440064/5219887527/il_fullxfull.5219887527_9hd6.jpg
YES,JOEY TRIBBIANI Shirt | Friends Tv Series Joey Tribbiani T-shirt | Vintage Chandler Bing Shirt Retro 90's Merch | Joey Tribbiani Homage Gift,17.99,"JOEY TRIBBIANI Shirt | Friends Tv Series Joey Tribbiani T-shirt | Vintage Chandler Bing Shirt Retro 90's Merch | Joey Tribbiani Homage Gift  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that E","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Joey_Tribbiani_Shirt,Joey_Tribbiani_Tees,Joey_Tribbiani_Fans,Joey_Tribbiani_Edit,Joey_Tribbiani_Merch,Joey_Tribbiani_Gift,Funny_Joey_Tribbiani,Friends_Sitcom,Jennifer_Aniston,Lisa_Kudrow,Phoebe_Buffay,Rachel_Green,Tv_Series_Shirt",C:\Users\rizky\matcha-tees\scraper\images\joey-tribbiani-shirt-friends-tv-series-joey-tribbiani-t-shir,C:\Users\rizky\matcha-tees\scraper\images\joey-tribbiani-shirt-friends-tv-series-joey-tribbiani-t-shir\joey-tribbiani-shirt-friends-tv-series-joey-tribbiani-t-shir_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\joey-tribbiani-shirt-friends-tv-series-joey-tribbiani-t-shir\joey-tribbiani-shirt-friends-tv-series-joey-tribbiani-t-shir_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\joey-tribbiani-shirt-friends-tv-series-joey-tribbiani-t-shir\joey-tribbiani-shirt-friends-tv-series-joey-tribbiani-t-shir_3.jpg,https://i.etsystatic.com/33160999/r/il/3b9872/5427185859/il_fullxfull.5427185859_i109.jpg,https://i.etsystatic.com/33160999/r/il/6fc0d9/5427151979/il_fullxfull.5427151979_6ter.jpg,https://i.etsystatic.com/33160999/r/il/713042/5378987154/il_fullxfull.5378987154_f41j.jpg
YES,"Retro KATE SIEGEL Vintage Shirt, Kate Siegel Homage Fan Tees, Kate Siegel Homage Retro, Kate Siegel Graphic Retro 90s, Kate Siegel Merch",17.99,"Retro KATE SIEGEL Vintage Shirt, Kate Siegel Homage Fan Tees, Kate Siegel Homage Retro, Kate Siegel Graphic Retro 90s, Kate Siegel Merch  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Kate_Siegel_Shirt,Kate_Siegel_Tshirt,Kate_Siegel_Tees,Kate_Siegel_Vintage,Kate_Siegel_Merch,Kate_Siegel_Gift,Kate_Siegel_Movie,Kate_Siegel_Film,Mike_Flanagan,Carla_Gugino,Ruth_Codd,Samantha_Sloyan,Bruce_Greenwood",C:\Users\rizky\matcha-tees\scraper\images\retro-kate-siegel-vintage-shirt-kate-siegel-homage-fan-tees-,C:\Users\rizky\matcha-tees\scraper\images\retro-kate-siegel-vintage-shirt-kate-siegel-homage-fan-tees-\retro-kate-siegel-vintage-shirt-kate-siegel-homage-fan-tees-_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\retro-kate-siegel-vintage-shirt-kate-siegel-homage-fan-tees-\retro-kate-siegel-vintage-shirt-kate-siegel-homage-fan-tees-_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\retro-kate-siegel-vintage-shirt-kate-siegel-homage-fan-tees-\retro-kate-siegel-vintage-shirt-kate-siegel-homage-fan-tees-_3.jpg,https://i.etsystatic.com/33160999/r/il/aedac9/5923773419/il_fullxfull.5923773419_hf8z.jpg,https://i.etsystatic.com/33160999/r/il/676b89/5849336404/il_fullxfull.5849336404_cb4j.jpg,https://i.etsystatic.com/33160999/r/il/191df6/5849336408/il_fullxfull.5849336408_1vgq.jpg
YES,"Princess Diana Retro Shirt, Princess Diana Fan Shirt, Princess Diana Shirt, Princess Diana Unisex Shirt, Princess Diana Public Figure Tee",17.99,"Princess Diana Retro Shirt, Princess Diana Fan Shirt, Princess Diana Shirt, Princess Diana Unisex Shirt, Princess Diana Public Figure Tee  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Ets","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","men,women,shirt,tshirt,rapper_shirt,music_shirt,concert_shirt,vintage_shirt,retro_shirt,princess_diana_shirt,princess_diana_tee,princess_diana_top,lady_diana_shirt",C:\Users\rizky\matcha-tees\scraper\images\princess-diana-retro-shirt-princess-diana-fan-shirt-princess,C:\Users\rizky\matcha-tees\scraper\images\princess-diana-retro-shirt-princess-diana-fan-shirt-princess\princess-diana-retro-shirt-princess-diana-fan-shirt-princess_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\princess-diana-retro-shirt-princess-diana-fan-shirt-princess\princess-diana-retro-shirt-princess-diana-fan-shirt-princess_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\princess-diana-retro-shirt-princess-diana-fan-shirt-princess\princess-diana-retro-shirt-princess-diana-fan-shirt-princess_3.jpg,https://i.etsystatic.com/33160999/r/il/442b30/6162226047/il_fullxfull.6162226047_madc.jpg,https://i.etsystatic.com/33160999/r/il/47c038/6159548605/il_fullxfull.6159548605_1854.jpg,https://i.etsystatic.com/33160999/r/il/fea859/6159548613/il_fullxfull.6159548613_klrn.jpg
YES,"Retro DPR IAN Vintage Shirt, Cream, Dpr Ian REM, Dpr Ian Homage Tshirt, Dpr Ian Fan Tees, Dpr Ian Retro 90s Shirt, Dpr Live Merch, Dpr Ian",17.99,"Retro DPR IAN Vintage Shirt, Cream, Dpr Ian REM, Dpr Ian Homage Tshirt, Dpr Ian Fan Tees, Dpr Ian Retro 90s Shirt, Dpr Live Merch, Dpr Ian   *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that E","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Ian,Cream,REM,Hong,DPR_Ian,DPR_Ian_Shirt,DPR_Ian_Tshirt,DPR_Ian_Fan,DPR_Ian_Gift,DPR_Ian__Clothing,DPR_Ian__Movie,Hong_Da-bin,Korean_Pop",C:\Users\rizky\matcha-tees\scraper\images\retro-dpr-ian-vintage-shirt-cream-dpr-ian-rem-dpr-ian-homage,C:\Users\rizky\matcha-tees\scraper\images\retro-dpr-ian-vintage-shirt-cream-dpr-ian-rem-dpr-ian-homage\retro-dpr-ian-vintage-shirt-cream-dpr-ian-rem-dpr-ian-homage_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\retro-dpr-ian-vintage-shirt-cream-dpr-ian-rem-dpr-ian-homage\retro-dpr-ian-vintage-shirt-cream-dpr-ian-rem-dpr-ian-homage_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\retro-dpr-ian-vintage-shirt-cream-dpr-ian-rem-dpr-ian-homage\retro-dpr-ian-vintage-shirt-cream-dpr-ian-rem-dpr-ian-homage_3.jpg,https://i.etsystatic.com/33160999/r/il/feda94/4572974875/il_fullxfull.4572974875_6oe8.jpg,https://i.etsystatic.com/33160999/r/il/becfe2/4572973161/il_fullxfull.4572973161_66pd.jpg,https://i.etsystatic.com/33160999/r/il/ef9d23/4525586136/il_fullxfull.4525586136_lnzo.jpg
YES,"Franz Kafka Retro Sweatshirt, Metarmorphosis, Kafkaesque Sweatshirt, Franz Kafka 90's Vintage Homage Shirt, Modernism",31.99,"Franz Kafka Retro Sweatshirt, Metarmorphosis, Kafkaesque Sweatshirt, Franz Kafka 90's Vintage Homage Shirt, Modernism  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy provides, but plea","S, M, L, XL, 2XL, 3XL, XS","White, Black, Navy, Sport Grey, Light Blue, Light Pink","Franz_Kafka,Kafka_Methamoprhosis,Philosophy_Shirt,Kafkaesque,Absurd,Novelist_Shirt,Philosopy,A_Hunger_Artist,Modernism,Novelist,Judaism_and_Zionism",C:\Users\rizky\matcha-tees\scraper\images\franz-kafka-retro-sweatshirt-metarmorphosis-kafkaesque-sweat,C:\Users\rizky\matcha-tees\scraper\images\franz-kafka-retro-sweatshirt-metarmorphosis-kafkaesque-sweat\franz-kafka-retro-sweatshirt-metarmorphosis-kafkaesque-sweat_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\franz-kafka-retro-sweatshirt-metarmorphosis-kafkaesque-sweat\franz-kafka-retro-sweatshirt-metarmorphosis-kafkaesque-sweat_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\franz-kafka-retro-sweatshirt-metarmorphosis-kafkaesque-sweat\franz-kafka-retro-sweatshirt-metarmorphosis-kafkaesque-sweat_3.jpg,https://i.etsystatic.com/33160999/r/il/405014/4972395855/il_fullxfull.4972395855_5gzo.jpg,https://i.etsystatic.com/33160999/r/il/9dd9a5/4972392081/il_fullxfull.4972392081_ifsu.jpg,https://i.etsystatic.com/33160999/r/il/85702f/4924128046/il_fullxfull.4924128046_gc68.jpg
YES,"Bretman Rock Retro Shirt, Bretman Rock Influencer Shirt, Bretman Rock Fan Shirt, Bretman Rock Unisex Shirt, Bretman Rock Comedian Tee",17.99,"Bretman Rock Retro Shirt, Bretman Rock Influencer Shirt, Bretman Rock Fan Shirt, Bretman Rock Unisex Shirt, Bretman Rock Comedian Tee  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy pr","S, M, L, XL, 2XL, 3XL, XS","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Unisex_T-Shirt,Vintage_T_Shirt,Custom_Retro,men_women_t_shirt,boho_tee_shirt,vintage_tee_shirt,Bretman_Rock,T_Shirt,Laforga,bretman_rock_tee,bretman_rock_shirt,Bella_Poarch,Nikita_Dragun",C:\Users\rizky\matcha-tees\scraper\images\bretman-rock-retro-shirt-bretman-rock-influencer-shirt-bretm,C:\Users\rizky\matcha-tees\scraper\images\bretman-rock-retro-shirt-bretman-rock-influencer-shirt-bretm\bretman-rock-retro-shirt-bretman-rock-influencer-shirt-bretm_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\bretman-rock-retro-shirt-bretman-rock-influencer-shirt-bretm\bretman-rock-retro-shirt-bretman-rock-influencer-shirt-bretm_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\bretman-rock-retro-shirt-bretman-rock-influencer-shirt-bretm\bretman-rock-retro-shirt-bretman-rock-influencer-shirt-bretm_3.jpg,https://i.etsystatic.com/33160999/r/il/76b1b9/3760818532/il_fullxfull.3760818532_k12o.jpg,https://i.etsystatic.com/33160999/r/il/be0667/3808441889/il_fullxfull.3808441889_dcu2.jpg,https://i.etsystatic.com/33160999/r/il/78b28f/3808441887/il_fullxfull.3808441887_6px7.jpg
YES,"RETRO DANNY DEVITO Shirt, Danny Devito Vintage Shirt, Danny Devito Retro Funny Tees, Danny Devito Bootleg Tee, Danny Devito Merch",17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","DANNY_DEVITO_Shirt,Danny_Devito_Sweater,Frank_Reynolds_Tee,Matilda_Retro_Shirt,Danny_Retro_Sweater,Danny_90s_Sweater,Devito_90s_Tee,Frank_Vintage_Tee,Danny_Comedy_Tee,Devito_Vintage_Tee,Danny_Devito,Danny_Devito_Tshirt,Danny_Devito_Tees",C:\Users\rizky\matcha-tees\scraper\images\retro-danny-devito-shirt-danny-devito-vintage-shirt-danny-de,C:\Users\rizky\matcha-tees\scraper\images\retro-danny-devito-shirt-danny-devito-vintage-shirt-danny-de\retro-danny-devito-shirt-danny-devito-vintage-shirt-danny-de_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\retro-danny-devito-shirt-danny-devito-vintage-shirt-danny-de\retro-danny-devito-shirt-danny-devito-vintage-shirt-danny-de_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\retro-danny-devito-shirt-danny-devito-vintage-shirt-danny-de\retro-danny-devito-shirt-danny-devito-vintage-shirt-danny-de_3.jpg,https://i.etsystatic.com/33160999/r/il/3759ef/7531635927/il_fullxfull.7531635927_7ban.jpg,https://i.etsystatic.com/33160999/r/il/33e414/7482408742/il_fullxfull.7482408742_ssu5.jpg,https://i.etsystatic.com/33160999/r/il/2dfa5f/7482408748/il_fullxfull.7482408748_ehn0.jpg
YES,"JAMIE LEE CURTIS Shirt, Jamie Lee Curtis Homage T-Shirt, Jamie Lee Curtis Halloween Cast Vintage Bootleg Merch, Jamie Lee Curtis Fan Gift",17.99,"JAMIE LEE CURTIS Shirt, Jamie Lee Curtis Homage T-Shirt, Jamie Lee Curtis Halloween Cast Vintage Bootleg Merch, Jamie Lee Curtis Fan Gift  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Ets","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Jamie_Lee_Curtis,Lee_Curtis_Shirt,Jamie_Lee_Tshirt,Halloween_Fans_Gift,michael_myers_merch,john_carpenter_funny,laurie_strode_tees,halloween_kills_edit,nick_castle_shirt,horror_movies_tshirt,the_shape_film_gift,halloween_movie_fans,jamie_lee_curtis_fan",C:\Users\rizky\matcha-tees\scraper\images\jamie-lee-curtis-shirt-jamie-lee-curtis-homage-t-shirt-jamie,C:\Users\rizky\matcha-tees\scraper\images\jamie-lee-curtis-shirt-jamie-lee-curtis-homage-t-shirt-jamie\jamie-lee-curtis-shirt-jamie-lee-curtis-homage-t-shirt-jamie_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\jamie-lee-curtis-shirt-jamie-lee-curtis-homage-t-shirt-jamie\jamie-lee-curtis-shirt-jamie-lee-curtis-homage-t-shirt-jamie_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\jamie-lee-curtis-shirt-jamie-lee-curtis-homage-t-shirt-jamie\jamie-lee-curtis-shirt-jamie-lee-curtis-homage-t-shirt-jamie_3.jpg,https://i.etsystatic.com/33160999/r/il/da3108/5164774477/il_fullxfull.5164774477_3vc5.jpg,https://i.etsystatic.com/33160999/r/il/29c362/5116504078/il_fullxfull.5116504078_bwsh.jpg,https://i.etsystatic.com/33160999/r/il/14be59/5116504074/il_fullxfull.5116504074_taog.jpg
YES,"Hayden Christensen Retro Shirt, Sci-fi Movie, Hayden Christensen 90s, Hayden Christensen Hoodies, Hayden Christensen Sweater Vader",17.99,"Hayden Christensen Retro Shirt, Sci-fi Movie, Anakin Skywalker 90s, Anakin Hoodies, Anakin Skywalker Gift, Padme Amidala, Vader  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy provides","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","homage_shirt,homage_t-shirt,bootleg,bootleg_design,hayden_christensen,Vader,Natalie_portman,Skywalker,leia,jedi",C:\Users\rizky\matcha-tees\scraper\images\hayden-christensen-retro-shirt-sci-fi-movie-hayden-christens,C:\Users\rizky\matcha-tees\scraper\images\hayden-christensen-retro-shirt-sci-fi-movie-hayden-christens\hayden-christensen-retro-shirt-sci-fi-movie-hayden-christens_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\hayden-christensen-retro-shirt-sci-fi-movie-hayden-christens\hayden-christensen-retro-shirt-sci-fi-movie-hayden-christens_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\hayden-christensen-retro-shirt-sci-fi-movie-hayden-christens\hayden-christensen-retro-shirt-sci-fi-movie-hayden-christens_3.jpg,https://i.etsystatic.com/33160999/r/il/0fc2e9/4999037241/il_fullxfull.4999037241_8yaj.jpg,https://i.etsystatic.com/33160999/r/il/abeb3f/4950760960/il_fullxfull.4950760960_21s9.jpg,https://i.etsystatic.com/33160999/r/il/183df9/4999030559/il_fullxfull.4999030559_jxbz.jpg
YES,"Princess Diana Retro Sweatshirt, Princess Diana Homage Sweatshirt, Princess Diana Sweatshirt, Princess Diana Unisex Sweatshirt, Princess",31.99,"Princess Diana Retro Sweatshirt, Princess Diana Homage Sweatshirt, Princess Diana Sweatshirt, Princess Diana Unisex Sweatshirt, Princess  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Light Blue, Light Pink","men,women,shirt,music_shirt,vintage_shirt,retro_shirt,princess_diana_shirt,princess_diana_tee,princess_diana_top,lady_diana_shirt,Sweatshirt,Lady_Diana,Princess_Diana",C:\Users\rizky\matcha-tees\scraper\images\princess-diana-retro-sweatshirt-princess-diana-homage-sweats,C:\Users\rizky\matcha-tees\scraper\images\princess-diana-retro-sweatshirt-princess-diana-homage-sweats\princess-diana-retro-sweatshirt-princess-diana-homage-sweats_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\princess-diana-retro-sweatshirt-princess-diana-homage-sweats\princess-diana-retro-sweatshirt-princess-diana-homage-sweats_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\princess-diana-retro-sweatshirt-princess-diana-homage-sweats\princess-diana-retro-sweatshirt-princess-diana-homage-sweats_3.jpg,https://i.etsystatic.com/33160999/r/il/c19c60/3877768489/il_fullxfull.3877768489_8iac.jpg,https://i.etsystatic.com/33160999/r/il/9d37d2/3846564485/il_fullxfull.3846564485_9wzg.jpg,https://i.etsystatic.com/33160999/r/il/d298c5/3799033146/il_fullxfull.3799033146_1kyw.jpg
YES,"Tom Jones Shirt, Tom Jones 90's Shirt, Tom Jones Retro Vintage Shirt, Tom Jones Sweatshirt, Tom Jones 58th Shirt, Tom Jones Gift For Fan",17.99,"Tom Jones Shirt, Tom Jones 90's Shirt, Tom Jones Retro Vintage Shirt, Tom Jones Sweatshirt, Tom Jones 58th Shirt, Tom Jones Gift For Fan  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","love_jones_tshirt,black_love,love_Jones_shirt,90'S_TV_SHOWS,loves_jones,Tom_Jones,Tom_Jones_shirt,Tom_Jones_tee,Tom_Jones_t_shirt,Tom_Jones_vintage,Tom_Jones_retro,Tom_Jones_t-shirt,Tom_Jones_58th",C:\Users\rizky\matcha-tees\scraper\images\tom-jones-shirt-tom-jones-90s-shirt-tom-jones-retro-vintage-,C:\Users\rizky\matcha-tees\scraper\images\tom-jones-shirt-tom-jones-90s-shirt-tom-jones-retro-vintage-\tom-jones-shirt-tom-jones-90s-shirt-tom-jones-retro-vintage-_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\tom-jones-shirt-tom-jones-90s-shirt-tom-jones-retro-vintage-\tom-jones-shirt-tom-jones-90s-shirt-tom-jones-retro-vintage-_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\tom-jones-shirt-tom-jones-90s-shirt-tom-jones-retro-vintage-\tom-jones-shirt-tom-jones-90s-shirt-tom-jones-retro-vintage-_3.jpg,https://i.etsystatic.com/33160999/r/il/b466aa/4632006564/il_fullxfull.4632006564_y39p.jpg,https://i.etsystatic.com/33160999/r/il/3fc97c/4680184099/il_fullxfull.4680184099_76hj.jpg,https://i.etsystatic.com/33160999/r/il/1e749b/4680184073/il_fullxfull.4680184073_pji5.jpg
YES,"HEATH LEDGER Shirt, A Knights Tale, Heath Ledger Sweater, Heath Ledger Fan, Heath Ledger Merch, Heath Ledger Shirt, Heath Ledger",17.99,"HEATH LEDGER Shirt, A Knights Tale, Heath Ledger Sweater, Heath Ledger Fan, Heath Ledger Merch, Heath Ledger Shirt, Heath Ledger   *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy provid","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","A_Knights_Tale,Heath_Ledger_Sweater,Heath_Ledger_Fan,Heath_Ledger_Merch,Christian_Bale,Julia_Stiles,10_Things_I_Hate,Heath_Ledger,Heath_Andrew_Ledger,The_Patriots,Heath_Ledger_Shirt,Heath_Ledger_Tshirt,Heath_Ledger_Tees",C:\Users\rizky\matcha-tees\scraper\images\heath-ledger-shirt-a-knights-tale-heath-ledger-sweater-heath,C:\Users\rizky\matcha-tees\scraper\images\heath-ledger-shirt-a-knights-tale-heath-ledger-sweater-heath\heath-ledger-shirt-a-knights-tale-heath-ledger-sweater-heath_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\heath-ledger-shirt-a-knights-tale-heath-ledger-sweater-heath\heath-ledger-shirt-a-knights-tale-heath-ledger-sweater-heath_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\heath-ledger-shirt-a-knights-tale-heath-ledger-sweater-heath\heath-ledger-shirt-a-knights-tale-heath-ledger-sweater-heath_3.jpg,https://i.etsystatic.com/33160999/r/il/9f0151/5041702014/il_fullxfull.5041702014_dv6n.jpg,https://i.etsystatic.com/33160999/r/il/6d45b9/5089909885/il_fullxfull.5089909885_q3ad.jpg,https://i.etsystatic.com/33160999/r/il/5bf794/5041685670/il_fullxfull.5041685670_owym.jpg
YES,"JESSICA LANGE Vintage Shirt, Jessica Lange Homage Tshirt, Jessica Lange Fan Tees, Jessica Lange Retro 90s Sweater, Jessica Lange Merch",17.99,"JESSICA LANGE Vintage Shirt, Jessica Lange Homage Tshirt, Jessica Lange Fan Tees, Jessica Lange Retro 90s Sweater, Jessica Lange Merch  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy p","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Jessica_Lange_Shirt,Jessica_Lange_Tees,Jessica_Lange_Fan,Jessica_Lange_Merch,Jessica_Lange_Gift,Jessica_Lange__Movie,Jessica_Lange__Film,Paco_Grande,Sam_Shepard,Sarah_Paulson,Diane_Keaton,Liam_Neeson,Jeff_Bridges",C:\Users\rizky\matcha-tees\scraper\images\jessica-lange-vintage-shirt-jessica-lange-homage-tshirt-jess,C:\Users\rizky\matcha-tees\scraper\images\jessica-lange-vintage-shirt-jessica-lange-homage-tshirt-jess\jessica-lange-vintage-shirt-jessica-lange-homage-tshirt-jess_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\jessica-lange-vintage-shirt-jessica-lange-homage-tshirt-jess\jessica-lange-vintage-shirt-jessica-lange-homage-tshirt-jess_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\jessica-lange-vintage-shirt-jessica-lange-homage-tshirt-jess\jessica-lange-vintage-shirt-jessica-lange-homage-tshirt-jess_3.jpg,https://i.etsystatic.com/33160999/r/il/9d0202/5455346877/il_fullxfull.5455346877_kdb5.jpg,https://i.etsystatic.com/33160999/r/il/2f62bd/5407175508/il_fullxfull.5407175508_thdj.jpg,https://i.etsystatic.com/33160999/r/il/2fb363/5455316847/il_fullxfull.5455316847_2jnb.jpg
